"","word","freq"
"rebuild","rebuild",1
"receipt","receipt",1
"receive","receive",1
"recomend","recomend",1
"recommendation","recommendation",1
"rediculous","rediculous",1
"redmeat","redmeat",1
"redneck","redneck",1
"reede","reede",1
"reel","reel",1
"references","references",1
"referred","referred",1
"refilled","refilled",1
"reg","reg",1
"regrets","regrets",1
"regretting","regretting",1
"reinvest","reinvest",1
"relax","relax",1
"relaxed","relaxed",1
"reliables","reliables",1
"religious","religious",1
"rely","rely",1
"remains","remains",1
"remind","remind",1
"reminiscent","reminiscent",1
"remodeled","remodeled",1
"remoulade","remoulade",1
"renovated","renovated",1
"renovations","renovations",1
"reopen","reopen",1
"reopened","reopened",1
"reported","reported",1
"repulsive","repulsive",1
"requestjust","requestjust",1
"requests","requests",1
"resaurant","resaurant",1
"research","research",1
"reserved","reserved",1
"reservs","reservs",1
"residential","residential",1
"residue","residue",1
"restroom","restroom",1
"restuarant","restuarant",1
"resturant","resturant",1
"resturaunt","resturaunt",1
"retirees","retirees",1
"retrain","retrain",1
"returnwe","returnwe",1
"reusing","reusing",1
"revisit","revisit",1
"revving","revving",1
"rewarded","rewarded",1
"rey","rey",1
"rhone","rhone",1
"ribnsoooooo","ribnsoooooo",1
"ribsand","ribsand",1
"ribsbartenders","ribsbartenders",1
"rices","rices",1
"rick","rick",1
"ride","ride",1
"ridiculously","ridiculously",1
"riesling","riesling",1
"rightwere","rightwere",1
"rim","rim",1
"risa","risa",1
"rise","rise",1
"risk","risk",1
"risoto","risoto",1
"ritual","ritual",1
"ritzy","ritzy",1
"roachesdroppings","roachesdroppings",1
"roadhouse","roadhouse",1
"robert","robert",1
"robin","robin",1
"robinson","robinson",1
"robotu","robotu",1
"rockafeller","rockafeller",1
"rocked","rocked",1
"rocksino","rocksino",1
"rollchallenge","rollchallenge",1
"rolled","rolled",1
"rollncalifornia","rollncalifornia",1
"romano","romano",1
"rooftop","rooftop",1
"rooms","rooms",1
"rosso","rosso",1
"rotating","rotating",1
"rotten","rotten",1
"rotting","rotting",1
"rough","rough",1
"roulette","roulette",1
"row","row",1
"rowdy","rowdy",1
"roy","roy",1
"royale","royale",1
"royally","royally",1
"rsvp","rsvp",1
"rubbed","rubbed",1
"rubber","rubber",1
"rudest","rudest",1
"rugged","rugged",1
"ruin","ruin",1
"rum","rum",1
"runner","runner",1
"rushing","rushing",1
"russian","russian",1
"rutenberg","rutenberg",1
"ruths","ruths",1
"rya","rya",1
"rye","rye",1
"saddle","saddle",1
"sadly","sadly",1
"sakura","sakura",1
"saloon","saloon",1
"salsas","salsas",1
"saltimbocca","saltimbocca",1
"saltyprice","saltyprice",1
"sampled","sampled",1
"sams","sams",1
"sand","sand",1
"santa","santa",1
"sardines","sardines",1
"sashimi","sashimi",1
"satan","satan",1
"satisfactory","satisfactory",1
"satisfying","satisfying",1
"saturdaysunday","saturdaysunday",1
"saucy","saucy",1
"sauerkraut","sauerkraut",1
"saul","saul",1
"sausageumyes","sausageumyes",1
"saves","saves",1
"savings","savings",1
"sawdirty","sawdirty",1
"scafuri","scafuri",1
"scampi","scampi",1
"scandinavian","scandinavian",1
"scary","scary",1
"scheduling","scheduling",1
"schizzle","schizzle",1
"schlitz","schlitz",1
"schloss","schloss",1
"scoop","scoop",1
"score","score",1
"scotches","scotches",1
"scouts","scouts",1
"scramble","scramble",1
"screaming","screaming",1
"screens","screens",1
"screwup","screwup",1
"scrumptious","scrumptious",1
"search","search",1
"seaweed","seaweed",1
"secret","secret",1
"selected","selected",1
"self","self",1
"sell","sell",1
"selling","selling",1
"send","send",1
"senior","senior",1
"sensational","sensational",1
"senses","senses",1
"sensual","sensual",1
"separation","separation",1
"serious","serious",1
"seriouslyi","seriouslyi",1
"serviceat","serviceat",1
"servicei","servicei",1
"servicenni","servicenni",1
"serviceoutstanding","serviceoutstanding",1
"services！fancy","services！fancy",1
"servicethan","servicethan",1
"servicewine","servicewine",1
"servings","servings",1
"settle","settle",1
"seven","seven",1
"severely","severely",1
"sevice","sevice",1
"sewer","sewer",1
"sexy","sexy",1
"sgt","sgt",1
"shaker","shaker",1
"shaky","shaky",1
"shank","shank",1
"shannon","shannon",1
"sheesh","sheesh",1
"shelf","shelf",1
"shell","shell",1
"shells","shells",1
"shero","shero",1
"sherry","sherry",1
"shill","shill",1
"ship","ship",1
"shiraz","shiraz",1
"shitty","shitty",1
"shittyyyyy","shittyyyyy",1
"shlitz","shlitz",1
"shocked","shocked",1
"shocker","shocker",1
"shockingly","shockingly",1
"shoes","shoes",1
"shop","shop",1
"shorten","shorten",1
"shower","shower",1
"shown","shown",1
"shrink","shrink",1
"shubye","shubye",1
"shuffle","shuffle",1
"shuffleboard","shuffleboard",1
"shulas","shulas",1
"sidesexpensive","sidesexpensive",1
"sidesimply","sidesimply",1
"sierra","sierra",1
"sight","sight",1
"silverware","silverware",1
"simon","simon",1
"simpler","simpler",1
"sin","sin",1
"sinatra","sinatra",1
"singer","singer",1
"sip","sip",1
"sirloindelicious","sirloindelicious",1
"sis","sis",1
"sister","sister",1
"sisters","sisters",1
"six","six",1
"sizable","sizable",1
"sizes","sizes",1
"sizingside","sizingside",1
"skeptical","skeptical",1
"skiing","skiing",1
"skin","skin",1
"skinny","skinny",1
"skins","skins",1
"skyview","skyview",1
"slam","slam",1
"slap","slap",1
"slaw","slaw",1
"sleek","sleek",1
"sleep","sleep",1
"slightest","slightest",1
"slipped","slipped",1
"slippery","slippery",1
"slooooow","slooooow",1
"slooow","slooow",1
"slowest","slowest",1
"slush","slush",1
"smallest","smallest",1
"smart","smart",1
"smash","smash",1
"smashing","smashing",1
"smelled","smelled",1
"smh","smh",1
"smile","smile",1
"smiley","smiley",1
"smirk","smirk",1
"smooth","smooth",1
"snafu","snafu",1
"snapper","snapper",1
"snob","snob",1
"snobby","snobby",1
"snotty","snotty",1
"snowing","snowing",1
"snowstorm","snowstorm",1
"soaking","soaking",1
"soba","soba",1
"sociable","sociable",1
"soda","soda",1
"sodas","sodas",1
"sodes","sodes",1
"soecial","soecial",1
"softball","softball",1
"softcooked","softcooked",1
"softened","softened",1
"soggy","soggy",1
"sole","sole",1
"soleillétoile","soleillétoile",1
"some2","some2",1
"somebody","somebody",1
"somebodys","somebodys",1
"someday","someday",1
"someplace","someplace",1
"somewhat","somewhat",1
"sone","sone",1
"sooner","sooner",1
"sooo","sooo",1
"sophie","sophie",1
"sorbet","sorbet",1
"sorts","sorts",1
"souffle","souffle",1
"soul","soul",1
"soup65","soup65",1
"sour","sour",1
"source","source",1
"sourced","sourced",1
"soutg","soutg",1
"southwest","southwest",1
"soy","soy",1
"spaces","spaces",1
"spears","spears",1
"speciality","speciality",1
"specialsnits","specialsnits",1
"specify","specify",1
"spending","spending",1
"spicey","spicey",1
"spicier","spicier",1
"spiciest","spiciest",1
"splash","splash",1
"splurging","splurging",1
"spoke","spoke",1
"sponsored","sponsored",1
"spoon","spoon",1
"sport","sport",1
"sporting","sporting",1
"spotty","spotty",1
"springsteen","springsteen",1
"square","square",1
"squid","squid",1
"squirrel","squirrel",1
"squirt","squirt",1
"squirted","squirted",1
"sriracha","sriracha",1
"stack","stack",1
"stadium","stadium",1
"staffed","staffed",1
"stags","stags",1
"stakes","stakes",1
"stamp","stamp",1
"stand","stand",1
"standards","standards",1
"standing","standing",1
"staple","staple",1
"starfish","starfish",1
"startin","startin",1
"starting","starting",1
"state","state",1
"stated","stated",1
"statewide","statewide",1
"stations","stations",1
"staycation","staycation",1
"steakburger","steakburger",1
"steakhouses","steakhouses",1
"steakmy","steakmy",1
"steakology","steakology",1
"steaksgiving","steaksgiving",1
"steakshuge","steakshuge",1
"steaktwice","steaktwice",1
"steakyum","steakyum",1
"steals","steals",1
"steep","steep",1
"stefanie","stefanie",1
"stein","stein",1
"steve","steve",1
"steven","steven",1
"stewart","stewart",1
"stewarts","stewarts",1
"stick","stick",1
"sticking","sticking",1
"sticky","sticky",1
"stiff","stiff",1
"stink","stink",1
"stir","stir",1
"stoli","stoli",1
"stomach","stomach",1
"stoned","stoned",1
"stood","stood",1
"stool","stool",1
"stopped","stopped",1
"stores","stores",1
"story","story",1
"straight","straight",1
"strangely","strangely",1
"straw","straw",1
"streetsboro","streetsboro",1
"stretchy","stretchy",1
"strictly","strictly",1
"strips","strips",1
"stronger","stronger",1
"strongest","strongest",1
"strongly","strongly",1
"struggle","struggle",1
"struggles","struggles",1
"strung","strung",1
"student","student",1
"stuffing","stuffing",1
"stupid","stupid",1
"substituting","substituting",1
"succes","succes",1
"success","success",1
"suck","suck",1
"suckered","suckered",1
"suffer","suffer",1
"sugar","sugar",1
"suggested","suggested",1
"suggestion","suggestion",1
"suit","suit",1
"summertime","summertime",1
"sums","sums",1
"sunny","sunny",1
"sunset","sunset",1
"supporters","supporters",1
"supposedly","supposedly",1
"surely","surely",1
"surf","surf",1
"suri","suri",1
"surprise","surprise",1
"surprises","surprises",1
"susan","susan",1
"sushiand","sushiand",1
"sushino","sushino",1
"suspect","suspect",1
"sustainable","sustainable",1
"suuuper","suuuper",1
"swallowed","swallowed",1
"sweater","sweater",1
"sweats","sweats",1
"swimming","swimming",1
"synonymous","synonymous",1
"syrah","syrah",1
"tabasco","tabasco",1
"tablecloths","tablecloths",1
"tablennif","tablennif",1
"tablennot","tablennot",1
"tabletops","tabletops",1
"tacky","tacky",1
"tacostried","tacostried",1
"tai","tai",1
"tailgateyou","tailgateyou",1
"tails","tails",1
"tailsteak","tailsteak",1
"takentoo","takentoo",1
"tako","tako",1
"talent","talent",1
"talented","talented",1
"talk","talk",1
"talking","talking",1
"tall","tall",1
"talls","talls",1
"tank","tank",1
"tapas","tapas",1
"tapasbest","tapasbest",1
"tara","tara",1
"tastethe","tastethe",1
"tastier","tastier",1
"tastyncozy","tastyncozy",1
"tattoo","tattoo",1
"tax","tax",1
"taylor","taylor",1
"tbone","tbone",1
"teacher","teacher",1
"technically","technically",1
"teenager","teenager",1
"teens","teens",1
"teeth","teeth",1
"telling","telling",1
"tells","tells",1
"temp","temp",1
"tempest","tempest",1
"temps","temps",1
"tempura","tempura",1
"tend","tend",1
"tendersperfect","tendersperfect",1
"tent","tent",1
"teriyaki","teriyaki",1
"terms","terms",1
"terrffic","terrffic",1
"tessaros","tessaros",1
"texmex","texmex",1
"text","text",1
"tge","tge",1
"tgi","tgi",1
"tgifri","tgifri",1
"tgifridays","tgifridays",1
"thang","thang",1
"thankyou","thankyou",1
"thats","thats",1
"theater","theater",1
"theatercultual","theatercultual",1
"thee","thee",1
"thickly","thickly",1
"thier","thier",1
"thinking","thinking",1
"thirsty","thirsty",1
"thos","thos",1
"thoughj","thoughj",1
"thoughtful","thoughtful",1
"thr","thr",1
"throat","throat",1
"thrown","thrown",1
"thumping","thumping",1
"thurs","thurs",1
"thx","thx",1
"tie","tie",1
"tiffany","tiffany",1
"tight","tight",1
"tilapia","tilapia",1
"tim","tim",1
"timegreat","timegreat",1
"timesm","timesm",1
"timey","timey",1
"tire","tire",1
"tireswheelssuspension","tireswheelssuspension",1
"toasted","toasted",1
"tofu","tofu",1
"together","together",1
"tom","tom",1
"tommy","tommy",1
"tomo","tomo",1
"tonightchef","tonightchef",1
"tonights","tonights",1
"tonion","tonion",1
"tons","tons",1
"tony","tony",1
"toooo","toooo",1
"tooooo","tooooo",1
"topnotch","topnotch",1
"topping","topping",1
"tornados","tornados",1
"toss","toss",1
"tossed","tossed",1
"touch","touch",1
"toughest","toughest",1
"tour","tour",1
"towards","towards",1
"towel","towel",1
"tower","tower",1
"towers","towers",1
"towna","towna",1
"towners","towners",1
"townngreat","townngreat",1
"townnot","townnot",1
"toz","toz",1
"tradition","tradition",1
"traffic","traffic",1
"trained","trained",1
"transphobic","transphobic",1
"transportation","transportation",1
"trapped","trapped",1
"trashshould","trashshould",1
"travel","travel",1
"travelers","travelers",1
"traveling","traveling",1
"treating","treating",1
"treats","treats",1
"tremendous","tremendous",1
"trh185","trh185",1
"trickery","trickery",1
"tricks","tricks",1
"tries","tries",1
"trio","trio",1
"trips","trips",1
"trivia","trivia",1
"trouble","trouble",1
"troublemaker","troublemaker",1
"truck","truck",1
"truely","truely",1
"tshirt","tshirt",1
"tub","tub",1
"tucked","tucked",1
"tuesdaythursday","tuesdaythursday",1
"turf","turf",1
"turkish","turkish",1
"turning","turning",1
"turnpike","turnpike",1
"tuttles","tuttles",1
"tva","tva",1
"tween","tween",1
"tweetedszwc","tweetedszwc",1
"twoone","twoone",1
"twp","twp",1
"typically","typically",1
"ugly","ugly",1
"uhh","uhh",1
"uhhh","uhhh",1
"ultra","ultra",1
"umappetizing","umappetizing",1
"umm","umm",1
"ummmmm","ummmmm",1
"unaccommodating","unaccommodating",1
"unaged","unaged",1
"unagi","unagi",1
"unauthorized","unauthorized",1
"unbaked","unbaked",1
"unbeatable","unbeatable",1
"unclean","unclean",1
"uncomfortable","uncomfortable",1
"uncomftrable","uncomftrable",1
"undergoing","undergoing",1
"underrated","underrated",1
"understaffed","understaffed",1
"underwhelming","underwhelming",1
"undivided","undivided",1
"unequal","unequal",1
"unevenly","unevenly",1
"unexpectedly","unexpectedly",1
"unfamiliar","unfamiliar",1
"unfortunate","unfortunate",1
"unhygienic","unhygienic",1
"unimpressed","unimpressed",1
"uninteresting","uninteresting",1
"uniontown","uniontown",1
"unknown","unknown",1
"unlimited","unlimited",1
"unnecessary","unnecessary",1
"unprofessional","unprofessional",1
"unreal","unreal",1
"unusual","unusual",1
"updating","updating",1
"upfound","upfound",1
"upgrade","upgrade",1
"upped","upped",1
"upset","upset",1
"upstairs","upstairs",1
"upwards","upwards",1
"ursula","ursula",1
"usda","usda",1
"users","users",1
"utensils","utensils",1
"uuuhhh","uuuhhh",1
"validated","validated",1
"validation","validation",1
"valleyview","valleyview",1
"valveeta","valveeta",1
"van","van",1
"vary","vary",1
"vast","vast",1
"vaughan","vaughan",1
"veges","veges",1
"vegetarians","vegetarians",1
"veggie","veggie",1
"veil","veil",1
"velvet","velvet",1
"vendettas","vendettas",1
"venison","venison",1
"venture","venture",1
"ventured","ventured",1
"venuesteak","venuesteak",1
"versus","versus",1
"veterans","veterans",1
"veuve","veuve",1
"via","via",1
"vibeminus","vibeminus",1
"vibrant","vibrant",1
"victims","victims",1
"views","views",1
"villages","villages",1
"vino","vino",1
"virtually","virtually",1
"visible","visible",1
"voice","voice",1
"volume","volume",1
"voluntarily","voluntarily",1
"vomit","vomit",1
"von","von",1
"vote","vote",1
"vowed","vowed",1
"waaaay","waaaay",1
"waaay","waaay",1
"wack","wack",1
"wacky","wacky",1
"wagu","wagu",1
"wagyu","wagyu",1
"wahwahhhh","wahwahhhh",1
"waist","waist",1
"waitbest","waitbest",1
"waitersdefinitely","waitersdefinitely",1
"waiterserviceoffended","waiterserviceoffended",1
"waitlist","waitlist",1
"waitresswonderful","waitresswonderful",1
"waits","waits",1
"waitstaff","waitstaff",1
"waityikes","waityikes",1
"wake","wake",1
"walkins","walkins",1
"wallaby","wallaby",1
"wally","wally",1
"walmart","walmart",1
"walnut","walnut",1
"wants","wants",1
"warn","warn",1
"warned","warned",1
"warren","warren",1
"wash","wash",1
"wasting","wasting",1
"watching","watching",1
"watered","watered",1
"waterfront","waterfront",1
"watery","watery",1
"wave","wave",1
"waved","waved",1
"ways","ways",1
"wayyyy","wayyyy",1
"websitecheap","websitecheap",1
"wed","wed",1
"weekdaysat","weekdaysat",1
"weekly","weekly",1
"weeknight","weeknight",1
"weighed","weighed",1
"weird","weird",1
"welcoming","welcoming",1
"welleverything","welleverything",1
"wellexcellent","wellexcellent",1
"wellexecuted","wellexecuted",1
"wellgood","wellgood",1
"wells","wells",1
"westin","westin",1
"wheelhouse","wheelhouse",1
"wheres","wheres",1
"whiner","whiner",1
"whiskeyfest","whiskeyfest",1
"whiskeyscotch","whiskeyscotch",1
"whisking","whisking",1
"whites","whites",1
"whomever","whomever",1
"wicked","wicked",1
"willing","willing",1
"wills","wills",1
"wilted","wilted",1
"winding","winding",1
"winenbe","winenbe",1
"winning","winning",1
"winor","winor",1
"wisc","wisc",1
"wise","wise",1
"wizard","wizard",1
"wlettuce","wlettuce",1
"woah","woah",1
"wonderfully","wonderfully",1
"wontons","wontons",1
"woo","woo",1
"wood","wood",1
"woody","woody",1
"works","works",1
"worths","worths",1
"worthy","worthy",1
"wound","wound",1
"wrap","wrap",1
"writers","writers",1
"wrk","wrk",1
"wsl","wsl",1
"wtam","wtam",1
"wtf","wtf",1
"wurst","wurst",1
"xcode","xcode",1
"xmas","xmas",1
"yaaas","yaaas",1
"yaki","yaki",1
"yea","yea",1
"yee","yee",1
"yell","yell",1
"yelp4outback","yelp4outback",1
"yelpsontap","yelpsontap",1
"yep","yep",1
"yibe","yibe",1
"yinz","yinz",1
"yolo","yolo",1
"youre","youre",1
"yous","yous",1
"yrfuryeyedffflf","yrfuryeyedffflf",1
"yrs","yrs",1
"yucca","yucca",1
"yuletide","yuletide",1
"yummmmm","yummmmm",1
"yummmo","yummmo",1
"yummmy","yummmy",1
"yummo","yummo",1
"yumncrunchy","yumncrunchy",1
"yung","yung",1
"yup","yup",1
"yuuuuum","yuuuuum",1
"zealand","zealand",1
"zell","zell",1
"zero","zero",1
"zinfandel","zinfandel",1
"ziti","ziti",1
"zlatko","zlatko",1
"zone","zone",1
"zucchini","zucchini",1
"太贵了，味道太一般了。不推荐。","太贵了，味道太一般了。不推荐。",1
